block_id,route_id,trip_headsign,service_id,shape_id,trip_id,trip_id_
a_2150430,330-121,330 HALIFAX,2012_05M-1205BRwd-Weekday-02,3300043,6513332-2012_05M-1205BRwd-Weekday-02,6513332
b_2152846,53-114,53 NOTTING PARK TO HIGHFI,2012_08A-1208BRsa-Saturday-01,530060,6528747-2012_08A-1208BRsa-Saturday-01,6528747
a_2151259,61-121,61 DOWNTOWN HALIFAX TO SC,2012_05M-1205BRsu-Sunday-02,610062,6518384-2012_05M-1205BRsu-Sunday-02,6518384
a_2150773,320-121,320 AIRPORT VIA FALL RIVE,2012_05M-1205BRwd-Weekday-02,3200047,6514296-2012_05M-1205BRwd-Weekday-02,6514296
a_2150510,10-121,10 WESTPHAL,2012_05M-1205BRwd-Weekday-02,100141,6512781-2012_05M-1205BRwd-Weekday-02,6512781
b_2153068,54-114,54 MONTEBELLO,2012_08A-1208BRsu-Sunday-01,540033,6530005-2012_08A-1208BRsu-Sunday-01,6530005
a_2150600,57-121,57 PORTLAND HILLS VIA POR,2012_05M-1205BRwd-Weekday-02,570065,6513677-2012_05M-1205BRwd-Weekday-02,6513677
b_2152234,320-114,320 DOWNTOWN HALIFAX VIA ,2012_08A-1208BRwd-Weekday-01,3200048,6525509-2012_08A-1208BRwd-Weekday-01,6525509
b_2152571,88-114,88 BEDFORD COMMONS,2012_08A-1208BRwd-Weekday-01,880005,6524987-2012_08A-1208BRwd-Weekday-01,6524987
b_2152435,22-114,22 ARMDALE TO EXHIBITION ,2012_08A-1208BRwd-Weekday-01,220035,6525055-2012_08A-1208BRwd-Weekday-01,6525055
b_2152306,87-114,87 GLENDALE TO SACKVILLE ,2012_08A-1208BRwd-Weekday-01,870059,6522060-2012_08A-1208BRwd-Weekday-01,6522060
b_2152861,14-114,14 DOWNTOWN,2012_08A-1208BRsa-Saturday-01,140095,6527180-2012_08A-1208BRsa-Saturday-01,6527180
b_2153023,2-114,2 WEDGEWOOD VIA MAIN,2012_08A-1208BRsu-Sunday-01,20042,6529944-2012_08A-1208BRsu-Sunday-01,6529944
a_2150773,320-121,320 DOWNTOWN HALIFAX VIA ,2012_05M-1205BRwd-Weekday-02,3200044,6514317-2012_05M-1205BRwd-Weekday-02,6514317
b_2152857,51-114,51 WINDMILL TO BRIDGE TER,2012_08A-1208BRsa-Saturday-01,510042,6528690-2012_08A-1208BRsa-Saturday-01,6528690
b_2153022,7-114,7 GOTTINGEN,2012_08A-1208BRsu-Sunday-01,70029,6529444-2012_08A-1208BRsu-Sunday-01,6529444
b_2152477,51-114,51 WINDMILL TO BURNSIDE,2012_08A-1208BRwd-Weekday-01,510090,6525148-2012_08A-1208BRwd-Weekday-01,6525148
a_2150550,68-121,68 PORTLAND ST TO CHERRYB,2012_05M-1205BRwd-Weekday-02,680090,6512207-2012_05M-1205BRwd-Weekday-02,6512207
a_2151244,80-121,80 HALIFAX,2012_05M-1205BRsu-Sunday-02,800064,6518455-2012_05M-1205BRsu-Sunday-02,6518455
b_2152795,1-114,1 SPRING GARDEN TO BRIDGE,2012_08A-1208BRsa-Saturday-01,10032,6528046-2012_08A-1208BRsa-Saturday-01,6528046
a_2151060,18-121,18 UNIVERSITIES,2012_05M-1205BRsa-Saturday-02,180069,6515987-2012_05M-1205BRsa-Saturday-02,6515987
a_2151216,58-121,58 WOODLAWN,2012_05M-1205BRsu-Sunday-02,580054,6518266-2012_05M-1205BRsu-Sunday-02,6518266
a_2151229,66-121,66 PENHORN TO GASTON RD,2012_05M-1205BRsu-Sunday-02,660070,6518878-2012_05M-1205BRsu-Sunday-02,6518878
b_2152836,57-114,57 PORTLAND HILLS VIA POR,2012_08A-1208BRsa-Saturday-01,570065,6528351-2012_08A-1208BRsa-Saturday-01,6528351
a_2150715,88-121,88 COBEQUID TERMINAL,2012_05M-1205BRwd-Weekday-02,880008,6513781-2012_05M-1205BRwd-Weekday-02,6513781
a_2151068,57-121,57 WOODSIDE VIA BAKER DR,2012_05M-1205BRsa-Saturday-02,570064,6517046-2012_05M-1205BRsa-Saturday-02,6517046
a_2151265,83-121,83 SPRINGFIELD,2012_05M-1205BRsu-Sunday-02,830021,6518528-2012_05M-1205BRsu-Sunday-02,6518528
b_2152509,87-114,87 GLENDALE TO BRIDGE TER,2012_08A-1208BRwd-Weekday-01,870058,6522019-2012_08A-1208BRwd-Weekday-01,6522019
b_2152204,165-114,402 SOUTH CENTRE MALL,2012_08A-1208BRwd-Weekday-01,1650009,6524582-2012_08A-1208BRwd-Weekday-01,6524582
b_2153080,59-114,59 PORTLAND ST TO COLBY,2012_08A-1208BRsu-Sunday-01,590146,6529268-2012_08A-1208BRsu-Sunday-01,6529268
b_2152846,58-114,58 WOODLAWN,2012_08A-1208BRsa-Saturday-01,580060,6526975-2012_08A-1208BRsa-Saturday-01,6526975
b_2152487,84-114,84 GLENDALE EXPRESS TO SA,2012_08A-1208BRwd-Weekday-01,840054,6522081-2012_08A-1208BRwd-Weekday-01,6522081
b_2153074,9-114,9 BARRINGTON TO MUMFORD,2012_08A-1208BRsu-Sunday-01,90079,6530325-2012_08A-1208BRsu-Sunday-01,6530325
a_2151027,68-121,68 PORTLAND ST TO CHERRYB,2012_05M-1205BRsa-Saturday-02,680090,6515442-2012_05M-1205BRsa-Saturday-02,6515442
a_2150723,23-121,23 TIMBERLEA,2012_05M-1205BRwd-Weekday-02,230057,6511738-2012_05M-1205BRwd-Weekday-02,6511738
b_2152374,20-114,20 HERRING COVE,2012_08A-1208BRwd-Weekday-01,200082,6523337-2012_08A-1208BRwd-Weekday-01,6523337
a_2151284,320-121,320 DOWNTOWN HALIFAX VIA ,2012_05M-1205BRsu-Sunday-02,3200044,6519471-2012_05M-1205BRsu-Sunday-02,6519471
a_2151270,57-121,57 PORTLAND HILLS VIA POR,2012_05M-1205BRsu-Sunday-02,570065,6519258-2012_05M-1205BRsu-Sunday-02,6519258
a_2150742,21-121,21 TIMBERLEA,2012_05M-1205BRwd-Weekday-02,210072,6512315-2012_05M-1205BRwd-Weekday-02,6512315
a_2150504,8-121,8 WATERFRONT TO PIER 21,2012_05M-1205BRwd-Weekday-02,80021,6514255-2012_05M-1205BRwd-Weekday-02,6514255
a_1968470,FerD-116,FERRY TO HALIFAX,2012_05M-12MferWD-Weekday-00,FerD0004,5807954-2012_05M-12MferWD-Weekday-00,5807954
a_2151230,15-121,15 MUMFORD,2012_05M-1205BRsu-Sunday-02,150029,6518082-2012_05M-1205BRsu-Sunday-02,6518082
b_2153022,7-114,7 ROBIE,2012_08A-1208BRsu-Sunday-01,70028,6529473-2012_08A-1208BRsu-Sunday-01,6529473
b_2153078,1-114,1 SPRING GARDEN TO MUMFOR,2012_08A-1208BRsu-Sunday-01,10031,6530472-2012_08A-1208BRsu-Sunday-01,6530472
a_2151066,72-121,72 PORTLAND HILLS VIA WOO,2012_05M-1205BRsa-Saturday-02,720019,6517181-2012_05M-1205BRsa-Saturday-02,6517181
a_2150710,68-121,68 PORTLAND ST TO BRIDGE ,2012_05M-1205BRwd-Weekday-02,680093,6512199-2012_05M-1205BRwd-Weekday-02,6512199
b_2153045,7-114,7 GOTTINGEN,2012_08A-1208BRsu-Sunday-01,70029,6529457-2012_08A-1208BRsu-Sunday-01,6529457
b_2152188,80-114,80 SACKVILLE,2012_08A-1208BRwd-Weekday-01,800066,6524606-2012_08A-1208BRwd-Weekday-01,6524606
a_2150482,53-121,53 NOTTING PARK TO HIGHFI,2012_05M-1205BRwd-Weekday-02,530053,6511464-2012_05M-1205BRwd-Weekday-02,6511464
b_2152563,57-114,57 PORTLAND HILLS VIA POR,2012_08A-1208BRwd-Weekday-01,570065,6524889-2012_08A-1208BRwd-Weekday-01,6524889
a_1968474,FerD-116,FERRY TO HALIFAX,2012_05M-12MferSU-Sunday-00,FerD0004,5808164-2012_05M-12MferSU-Sunday-00,5808164
a_2150996,10-121,10 DALHOUSIE,2012_05M-1205BRsa-Saturday-02,100253,6515830-2012_05M-1205BRsa-Saturday-02,6515830
a_2151281,320-121,320 DOWNTOWN HALIFAX VIA ,2012_05M-1205BRsu-Sunday-02,3200044,6519477-2012_05M-1205BRsu-Sunday-02,6519477
a_2151062,56-121,56 PORTLAND HILLS,2012_05M-1205BRsa-Saturday-02,560023,6516542-2012_05M-1205BRsa-Saturday-02,6516542
b_2152851,61-114,61 PORTLAND ST TO AUBURN-,2012_08A-1208BRsa-Saturday-01,610102,6526827-2012_08A-1208BRsa-Saturday-01,6526827
b_2153053,21-114,21 LACEWOOD,2012_08A-1208BRsu-Sunday-01,210083,6530039-2012_08A-1208BRsu-Sunday-01,6530039
b_2153064,68-114,68 PORTLAND ST TO CHERRYB,2012_08A-1208BRsu-Sunday-01,680107,6529343-2012_08A-1208BRsu-Sunday-01,6529343
a_2151028,61-121,61 PORTLAND ST TO AUBURN-,2012_05M-1205BRsa-Saturday-02,610066,6515544-2012_05M-1205BRsa-Saturday-02,6515544
a_2151012,7-121,7 ROBIE,2012_05M-1205BRsa-Saturday-02,70028,6516360-2012_05M-1205BRsa-Saturday-02,6516360
a_2150584,22-121,22 ARMDALE TO EXHIBITION ,2012_05M-1205BRwd-Weekday-02,220034,6513872-2012_05M-1205BRwd-Weekday-02,6513872
b_2153072,60-114,60 EASTERN PASSAGE,2012_08A-1208BRsu-Sunday-01,600089,6529796-2012_08A-1208BRsu-Sunday-01,6529796
a_2151063,88-121,88 COBEQUID TERMINAL,2012_05M-1205BRsa-Saturday-02,880008,6517308-2012_05M-1205BRsa-Saturday-02,6517308
a_2150558,19-121,19 MUMFORD,2012_05M-1205BRwd-Weekday-02,190010,6512521-2012_05M-1205BRwd-Weekday-02,6512521
a_2151077,90-121,90 WATER ST TERM'L VIA UN,2012_05M-1205BRsa-Saturday-02,900029,6517574-2012_05M-1205BRsa-Saturday-02,6517574
a_2150657,52-121,52 CROSSTOWN TO LACEWOOD,2012_05M-1205BRwd-Weekday-02,520255,6513017-2012_05M-1205BRwd-Weekday-02,6513017
b_2062220,FerD-114,FERRY TO HALIFAX,2012_08A-12AferWD-Weekday-01,FerD0002,6219143-2012_08A-12AferWD-Weekday-01,6219143
b_2153074,15-114,15 MUMFORD,2012_08A-1208BRsu-Sunday-01,150029,6529533-2012_08A-1208BRsu-Sunday-01,6529533
a_2151236,6-121,6 STONEHAVEN,2012_05M-1205BRsu-Sunday-02,60018,6517884-2012_05M-1205BRsu-Sunday-02,6517884
a_2151235,82-121,82 MILLWOOD,2012_05M-1205BRsu-Sunday-02,820080,6519296-2012_05M-1205BRsu-Sunday-02,6519296
b_2152840,65-114,65 CALDWELL TO ASTRAL,2012_08A-1208BRsa-Saturday-01,650012,6528380-2012_08A-1208BRsa-Saturday-01,6528380
a_2151282,320-121,320 DOWNTOWN HALIFAX VIA ,2012_05M-1205BRsu-Sunday-02,3200044,6519459-2012_05M-1205BRsu-Sunday-02,6519459
a_2151258,7-121,7 ROBIE,2012_05M-1205BRsu-Sunday-02,70028,6517940-2012_05M-1205BRsu-Sunday-02,6517940
a_2151240,1-121,1 SPRING GARDEN TO BRIDGE,2012_05M-1205BRsu-Sunday-02,10014,6519207-2012_05M-1205BRsu-Sunday-02,6519207
b_2152501,57-114,57 WOODSIDE VIA BAKER DR,2012_08A-1208BRwd-Weekday-01,570064,6524849-2012_08A-1208BRwd-Weekday-01,6524849
a_2151052,52-121,52 CROSSTOWN TO BURNSIDE,2012_05M-1205BRsa-Saturday-02,520262,6516065-2012_05M-1205BRsa-Saturday-02,6516065
b_2153087,320-114,320 AIRPORT VIA FALL RIVE,2012_08A-1208BRsu-Sunday-01,3200050,6530777-2012_08A-1208BRsu-Sunday-01,6530777
a_2151013,2-121,2 WEDGEWOOD VIA MAIN,2012_05M-1205BRsa-Saturday-02,20043,6516701-2012_05M-1205BRsa-Saturday-02,6516701
a_2151013,4-121,4 DOWNTOWN VIA NORTH,2012_05M-1205BRsa-Saturday-02,40027,6515776-2012_05M-1205BRsa-Saturday-02,6515776
a_2150731,17-121,17 SAINT MARY'S,2012_05M-1205BRwd-Weekday-02,170022,6511192-2012_05M-1205BRwd-Weekday-02,6511192
b_2153080,59-114,59 PORTLAND ST TO COLBY,2012_08A-1208BRsu-Sunday-01,590146,6529271-2012_08A-1208BRsu-Sunday-01,6529271
a_2151015,58-121,58 WOODLAWN,2012_05M-1205BRsa-Saturday-02,580054,6515701-2012_05M-1205BRsa-Saturday-02,6515701
a_2151222,56-121,56 DARTMOUTH CROSSING,2012_05M-1205BRsu-Sunday-02,560024,6518755-2012_05M-1205BRsu-Sunday-02,6518755
a_2151030,9-121,9 BARRINGTON TO MUMFORD,2012_05M-1205BRsa-Saturday-02,90079,6516391-2012_05M-1205BRsa-Saturday-02,6516391
a_2150632,56-121,56 PORTLAND HILLS,2012_05M-1205BRwd-Weekday-02,560023,6511689-2012_05M-1205BRwd-Weekday-02,6511689
b_2152770,20-114,20 HERRING COVE,2012_08A-1208BRsa-Saturday-01,200082,6528473-2012_08A-1208BRsa-Saturday-01,6528473
b_2062219,FerW-114,FERRY TO WOODSIDE,2012_08A-12AferWD-Weekday-01,FerW0001,6219225-2012_08A-12AferWD-Weekday-01,6219225
b_2152260,2-114,2 DOWNTOWN VIA NORTH,2012_08A-1208BRwd-Weekday-01,20040,6522499-2012_08A-1208BRwd-Weekday-01,6522499
b_2152778,72-114,72 DARTMOUTH CROSSING VIA,2012_08A-1208BRsa-Saturday-01,720026,6528418-2012_08A-1208BRsa-Saturday-01,6528418
a_2151268,83-121,83 SPRINGFIELD,2012_05M-1205BRsu-Sunday-02,830020,6518544-2012_05M-1205BRsu-Sunday-02,6518544
b_2152780,55-114,55 BRIDGE TERMINAL,2012_08A-1208BRsa-Saturday-01,550041,6526696-2012_08A-1208BRsa-Saturday-01,6526696
b_2152283,61-114,61 PORTLAND ST TO AUBURN-,2012_08A-1208BRwd-Weekday-01,610070,6524377-2012_08A-1208BRwd-Weekday-01,6524377
a_2150661,10-121,10 WESTPHAL,2012_05M-1205BRwd-Weekday-02,100141,6512759-2012_05M-1205BRwd-Weekday-02,6512759
b_2152858,60-114,60 EASTERN PASSAGE,2012_08A-1208BRsa-Saturday-01,600089,6526914-2012_08A-1208BRsa-Saturday-01,6526914
a_2150418,159-121,159 HALIFAX,2012_05M-1205BRwd-Weekday-02,1590010,6511558-2012_05M-1205BRwd-Weekday-02,6511558
a_2151059,82-121,82 MILLWOOD,2012_05M-1205BRsa-Saturday-02,820078,6516460-2012_05M-1205BRsa-Saturday-02,6516460
a_2088407,FerD-97,FERRY TO HALIFAX,2012_05M-12MferHO-Sunday-00,FerD0004,6302483-2012_05M-12MferHO-Sunday-00,6302483
a_2151251,1-121,1 SPRING GARDEN TO MUMFOR,2012_05M-1205BRsu-Sunday-02,10013,6519154-2012_05M-1205BRsu-Sunday-02,6519154
b_2153060,82-114,82 MILLWOOD,2012_08A-1208BRsu-Sunday-01,820083,6530622-2012_08A-1208BRsu-Sunday-01,6530622
b_2152813,6-114,6 DOWNTOWN,2012_08A-1208BRsa-Saturday-01,60022,6527535-2012_08A-1208BRsa-Saturday-01,6527535
a_2150508,58-121,58 WOODLAWN,2012_05M-1205BRwd-Weekday-02,580053,6510723-2012_05M-1205BRwd-Weekday-02,6510723
b_2152768,56-114,56 PORTLAND HILLS,2012_08A-1208BRsa-Saturday-01,560023,6527774-2012_08A-1208BRsa-Saturday-01,6527774
a_2150410,fv01-121,SCHOOL SPECIAL,2012_05M-1205BRwd-Weekday-02,fv010008,6511204-2012_05M-1205BRwd-Weekday-02,6511204
a_2151264,60-121,60 EASTERN PASSAGE,2012_05M-1205BRsu-Sunday-02,600082,6518337-2012_05M-1205BRsu-Sunday-02,6518337
a_2088407,FerD-97,FERRY TO DARTMOUTH,2012_05M-12MferHO-Sunday-00,FerD0003,6302525-2012_05M-12MferHO-Sunday-00,6302525
b_2152509,17-114,17 LACEWOOD,2012_08A-1208BRwd-Weekday-01,170023,6522389-2012_08A-1208BRwd-Weekday-01,6522389
b_2152371,1-114,1 SPRING GARDEN TO MUMFOR,2012_08A-1208BRwd-Weekday-01,10031,6525385-2012_08A-1208BRwd-Weekday-01,6525385
b_2152444,10-114,10 WESTPHAL,2012_08A-1208BRwd-Weekday-01,100245,6524068-2012_08A-1208BRwd-Weekday-01,6524068
a_2151076,90-121,90 WATER ST TERM'L VIA UN,2012_05M-1205BRsa-Saturday-02,900029,6517577-2012_05M-1205BRsa-Saturday-02,6517577
a_2151217,61-121,61 PORTLAND ST TO AUBURN-,2012_05M-1205BRsu-Sunday-02,610066,6518389-2012_05M-1205BRsu-Sunday-02,6518389
b_2152506,21-114,21 TIMBERLEA,2012_08A-1208BRwd-Weekday-01,210072,6523536-2012_08A-1208BRwd-Weekday-01,6523536
b_2153031,4-114,4 FARNHAM GATE VIA ROSEDA,2012_08A-1208BRsu-Sunday-01,40022,6529385-2012_08A-1208BRsu-Sunday-01,6529385
b_2152292,4-114,4 DOWNTOWN VIA NORTH,2012_08A-1208BRwd-Weekday-01,40027,6522140-2012_08A-1208BRwd-Weekday-01,6522140
a_2150991,80-121,80 SACKVILLE,2012_05M-1205BRsa-Saturday-02,800066,6516618-2012_05M-1205BRsa-Saturday-02,6516618
b_2152851,61-114,61 PORTLAND ST TO AUBURN-,2012_08A-1208BRsa-Saturday-01,610102,6526831-2012_08A-1208BRsa-Saturday-01,6526831
a_2151239,72-121,72 PORTLAND HILLS VIA WOO,2012_05M-1205BRsu-Sunday-02,720019,6519078-2012_05M-1205BRsu-Sunday-02,6519078
b_2152794,58-114,58 BRIDGE TERMINAL,2012_08A-1208BRsa-Saturday-01,580059,6527006-2012_08A-1208BRsa-Saturday-01,6527006
b_2152212,401-114,401 PORTER'S LAKE & SEAFO,2012_08A-1208BRwd-Weekday-01,4010009,6525588-2012_08A-1208BRwd-Weekday-01,6525588
b_2152340,23-114,23 TIMBERLEA,2012_08A-1208BRwd-Weekday-01,230057,6522966-2012_08A-1208BRwd-Weekday-01,6522966
a_2150584,22-121,22 ARMDALE TO EXHIBITION ,2012_05M-1205BRwd-Weekday-02,220035,6513856-2012_05M-1205BRwd-Weekday-02,6513856
b_2152501,65-114,65 CALDWELL TO PORTLAND H,2012_08A-1208BRwd-Weekday-01,650008,6524764-2012_08A-1208BRwd-Weekday-01,6524764
a_1968470,FerD-116,FERRY TO HALIFAX,2012_05M-12MferWD-Weekday-00,FerD0004,5807930-2012_05M-12MferWD-Weekday-00,5807930
a_2151243,53-121,53 NOTTING PARK TO BRIDGE,2012_05M-1205BRsu-Sunday-02,530039,6518238-2012_05M-1205BRsu-Sunday-02,6518238
a_2151247,20-121,20 HERRING COVE,2012_05M-1205BRsu-Sunday-02,200083,6518164-2012_05M-1205BRsu-Sunday-02,6518164
a_2151219,53-121,53 NOTTING PARK TO HIGHFI,2012_05M-1205BRsu-Sunday-02,530053,6518225-2012_05M-1205BRsu-Sunday-02,6518225
a_2151023,10-121,10 WESTPHAL,2012_05M-1205BRsa-Saturday-02,100141,6515824-2012_05M-1205BRsa-Saturday-02,6515824
b_2062220,FerD-114,FERRY TO DARTMOUTH,2012_08A-12AferWD-Weekday-01,FerD0001,6219192-2012_08A-12AferWD-Weekday-01,6219192
b_2152801,10-114,10 WESTPHAL,2012_08A-1208BRsa-Saturday-01,100236,6527130-2012_08A-1208BRsa-Saturday-01,6527130
a_2150758,84-121,84 GLENDALE EXPRESS TO SA,2012_05M-1205BRwd-Weekday-02,840054,6510879-2012_05M-1205BRwd-Weekday-02,6510879
a_2150504,8-121,8 WATERFRONT TO SCOTIA SQ,2012_05M-1205BRwd-Weekday-02,80018,6514285-2012_05M-1205BRwd-Weekday-02,6514285
b_2152287,60-114,60 BRIDGE TERMINAL,2012_08A-1208BRwd-Weekday-01,600088,6522564-2012_08A-1208BRwd-Weekday-01,6522564
b_2152796,9-114,9 BARRINGTON TO POINT PLE,2012_08A-1208BRsa-Saturday-01,90076,6527641-2012_08A-1208BRsa-Saturday-01,6527641
a_2150648,68-121,68 PORTLAND ST TO CHERRYB,2012_05M-1205BRwd-Weekday-02,680089,6512178-2012_05M-1205BRwd-Weekday-02,6512178
a_2151001,1-121,1 SPRING GARDEN TO BRIDGE,2012_05M-1205BRsa-Saturday-02,10014,6516767-2012_05M-1205BRsa-Saturday-02,6516767
a_2151008,58-121,58 BRIDGE TERMINAL,2012_05M-1205BRsa-Saturday-02,580052,6515710-2012_05M-1205BRsa-Saturday-02,6515710
b_2153031,2-114,2 DOWNTOWN VIA NORTH,2012_08A-1208BRsu-Sunday-01,20040,6529954-2012_08A-1208BRsu-Sunday-01,6529954
b_2152195,21-114,21 DOWNTOWN,2012_08A-1208BRwd-Weekday-01,210082,6523525-2012_08A-1208BRwd-Weekday-01,6523525
b_2152196,sp58-114,SCHOOL SPECIAL,2012_08A-1208BRwd-Weekday-01,sp580002,6522437-2012_08A-1208BRwd-Weekday-01,6522437
a_2150532,17-121,17 SAINT MARY'S,2012_05M-1205BRwd-Weekday-02,170022,6511184-2012_05M-1205BRwd-Weekday-02,6511184
a_2151276,66-121,66 HIGHFIELD,2012_05M-1205BRsu-Sunday-02,660068,6518863-2012_05M-1205BRsu-Sunday-02,6518863
a_2150593,81-121,81 DOWNTOWN,2012_05M-1205BRwd-Weekday-02,810016,6511429-2012_05M-1205BRwd-Weekday-02,6511429
b_2153059,14-114,14 LEIBLIN PARK,2012_08A-1208BRsu-Sunday-01,140097,6529219-2012_08A-1208BRsu-Sunday-01,6529219
a_2151243,59-121,59 PORTLAND ST TO COLBY,2012_05M-1205BRsu-Sunday-02,590110,6518296-2012_05M-1205BRsu-Sunday-02,6518296
b_2152303,81-114,81 HEMLOCK RAVINE,2012_08A-1208BRwd-Weekday-01,810019,6522639-2012_08A-1208BRwd-Weekday-01,6522639
a_2150514,22-121,22 ARMDALE TO EXHIBITION ,2012_05M-1205BRwd-Weekday-02,220034,6513837-2012_05M-1205BRwd-Weekday-02,6513837
b_2152496,59-114,59 PORTLAND ST TO BRIDGE ,2012_08A-1208BRwd-Weekday-01,590142,6523644-2012_08A-1208BRwd-Weekday-01,6523644
b_2152387,52-114,52 CROSSTOWN TO BURNSIDE,2012_08A-1208BRwd-Weekday-01,520282,6524269-2012_08A-1208BRwd-Weekday-01,6524269
b_2152516,9-114,9 BARRINGTON TO TOWER RD ,2012_08A-1208BRwd-Weekday-01,90075,6523043-2012_08A-1208BRwd-Weekday-01,6523043
b_2152204,165-114,401 PORTLAND HILLS,2012_08A-1208BRwd-Weekday-01,1650008,6524586-2012_08A-1208BRwd-Weekday-01,6524586
b_2152465,14-114,14 DOWNTOWN,2012_08A-1208BRwd-Weekday-01,140095,6524117-2012_08A-1208BRwd-Weekday-01,6524117
a_2150573,7-121,7 ROBIE,2012_05M-1205BRwd-Weekday-02,70028,6511130-2012_05M-1205BRwd-Weekday-02,6511130
b_2152826,88-114,88 COBEQUID TERMINAL,2012_08A-1208BRsa-Saturday-01,880008,6528566-2012_08A-1208BRsa-Saturday-01,6528566
a_2151063,82-121,82 MILLWOOD,2012_05M-1205BRsa-Saturday-02,820080,6516446-2012_05M-1205BRsa-Saturday-02,6516446
a_2151228,60-121,60 EASTERN PASSAGE,2012_05M-1205BRsu-Sunday-02,600082,6518329-2012_05M-1205BRsu-Sunday-02,6518329
a_2151249,57-121,57 PORTLAND HILLS VIA POR,2012_05M-1205BRsu-Sunday-02,570065,6519254-2012_05M-1205BRsu-Sunday-02,6519254
b_2152801,10-114,10 DALHOUSIE,2012_08A-1208BRsa-Saturday-01,100234,6527115-2012_08A-1208BRsa-Saturday-01,6527115
b_2152541,9-114,9 BARRINGTON TO MUMFORD,2012_08A-1208BRwd-Weekday-01,90079,6523024-2012_08A-1208BRwd-Weekday-01,6523024
b_2153033,65-114,65 CALDWELL TO ASTRAL,2012_08A-1208BRsu-Sunday-01,650012,6530463-2012_08A-1208BRsu-Sunday-01,6530463
b_2152794,51-114,51 WINDMILL TO BRIDGE TER,2012_08A-1208BRsa-Saturday-01,510042,6528691-2012_08A-1208BRsa-Saturday-01,6528691
a_2150742,63-121,63 WOODSIDE,2012_05M-1205BRwd-Weekday-02,630033,6512559-2012_05M-1205BRwd-Weekday-02,6512559
a_2150656,84-121,84 GLENDALE EXPRESS TO SA,2012_05M-1205BRwd-Weekday-02,840054,6510856-2012_05M-1205BRwd-Weekday-02,6510856
b_2153028,66-114,66 PENHORN TO GASTON RD,2012_08A-1208BRsu-Sunday-01,660070,6530191-2012_08A-1208BRsu-Sunday-01,6530191
b_2152783,1-114,1 SPRING GARDEN TO BRIDGE,2012_08A-1208BRsa-Saturday-01,10032,6528066-2012_08A-1208BRsa-Saturday-01,6528066
a_2151027,16-121,16 LACEWOOD VIA PARKLAND,2012_05M-1205BRsa-Saturday-02,160037,6516657-2012_05M-1205BRsa-Saturday-02,6516657
a_2151242,10-121,10 DALHOUSIE,2012_05M-1205BRsu-Sunday-02,100253,6517966-2012_05M-1205BRsu-Sunday-02,6517966
b_2152310,52-114,52 CROSSTOWN TO BAYERS LA,2012_08A-1208BRwd-Weekday-01,520283,6524204-2012_08A-1208BRwd-Weekday-01,6524204
b_2153061,87-114,87 GLENDALE TO BRIDGE TER,2012_08A-1208BRsu-Sunday-01,870058,6529913-2012_08A-1208BRsu-Sunday-01,6529913
a_2150665,1-121,1 SPRING GARDEN TO BRIDGE,2012_05M-1205BRwd-Weekday-02,10014,6514048-2012_05M-1205BRwd-Weekday-02,6514048
b_2152819,22-114,22 ARMDALE TO MUMFORD,2012_08A-1208BRsa-Saturday-01,220008,6528283-2012_08A-1208BRsa-Saturday-01,6528283
a_1968474,FerD-116,FERRY TO HALIFAX,2012_05M-12MferSU-Sunday-00,FerD0004,5808124-2012_05M-12MferSU-Sunday-00,5808124
a_2151273,83-121,83 SPRINGFIELD,2012_05M-1205BRsu-Sunday-02,830021,6518531-2012_05M-1205BRsu-Sunday-02,6518531
b_2152474,80-114,80 SACKVILLE,2012_08A-1208BRwd-Weekday-01,800066,6524608-2012_08A-1208BRwd-Weekday-01,6524608
a_2150690,7-121,7 GOTTINGEN,2012_05M-1205BRwd-Weekday-02,70029,6511060-2012_05M-1205BRwd-Weekday-02,6511060
b_2152419,34-114,34 GLENBOURNE EXPRESS VIA,2012_08A-1208BRwd-Weekday-01,340040,6524188-2012_08A-1208BRwd-Weekday-01,6524188
a_2151036,21-121,21 LACEWOOD,2012_05M-1205BRsa-Saturday-02,210083,6516228-2012_05M-1205BRsa-Saturday-02,6516228
a_2150591,80-121,80 HALIFAX,2012_05M-1205BRwd-Weekday-02,800064,6513451-2012_05M-1205BRwd-Weekday-02,6513451
a_2151037,1-121,1 SPRING GARDEN TO MUMFOR,2012_05M-1205BRsa-Saturday-02,10013,6516833-2012_05M-1205BRsa-Saturday-02,6516833
a_2151254,14-121,14 DOWNTOWN,2012_05M-1205BRsu-Sunday-02,140095,6518007-2012_05M-1205BRsu-Sunday-02,6518007
a_2150619,9-121,9 BARRINGTON TO MUMFORD,2012_05M-1205BRwd-Weekday-02,90074,6511815-2012_05M-1205BRwd-Weekday-02,6511815
b_2152857,51-114,51 WINDMILL TO BRIDGE TER,2012_08A-1208BRsa-Saturday-01,510042,6528712-2012_08A-1208BRsa-Saturday-01,6528712
a_2150583,58-121,58 WOODLAWN,2012_05M-1205BRwd-Weekday-02,580054,6510771-2012_05M-1205BRwd-Weekday-02,6510771
a_1968472,FerD-116,FERRY TO HALIFAX,2012_05M-12MferWD-Weekday-00,FerD0004,5807943-2012_05M-12MferWD-Weekday-00,5807943
a_2151025,10-121,10 WESTPHAL,2012_05M-1205BRsa-Saturday-02,100141,6515842-2012_05M-1205BRsa-Saturday-02,6515842
