block_id,route_id,trip_headsign,service_id,shape_id,trip_id,trip_id_
b_2153065,68-114,68 PORTLAND ST TO CHERRYB,2012_08A-1208BRsu-Sunday-01,680107,6529350-2012_08A-1208BRsu-Sunday-01,6529350
b_2153066,15-114,15 PURCELL'S COVE,2012_08A-1208BRsu-Sunday-01,150025,6529527-2012_08A-1208BRsu-Sunday-01,6529527
b_2152848,68-114,68 PORTLAND ST TO CHERRYB,2012_08A-1208BRsa-Saturday-01,680107,6526730-2012_08A-1208BRsa-Saturday-01,6526730
a_2151245,56-121,56 DARTMOUTH CROSSING,2012_05M-1205BRsu-Sunday-02,560024,6518756-2012_05M-1205BRsu-Sunday-02,6518756
a_2150604,53-121,53 NOTTING PARK TO HIGHFI,2012_05M-1205BRwd-Weekday-02,530044,6511502-2012_05M-1205BRwd-Weekday-02,6511502
a_2151256,14-121,14 DOWNTOWN,2012_05M-1205BRsu-Sunday-02,140095,6517997-2012_05M-1205BRsu-Sunday-02,6517997
b_2062224,FerD-114,FERRY TO HALIFAX,2012_08A-12AferSU-Sunday-01,FerD0002,6219341-2012_08A-12AferSU-Sunday-01,6219341
a_2151234,2-121,2 DOWNTOWN VIA NORTH,2012_05M-1205BRsu-Sunday-02,20040,6518614-2012_05M-1205BRsu-Sunday-02,6518614
b_2152826,88-114,88 BEDFORD COMMONS,2012_08A-1208BRsa-Saturday-01,880005,6528554-2012_08A-1208BRsa-Saturday-01,6528554
a_1968469,FerW-116,FERRY TO HALIFAX,2012_05M-12MferWD-Weekday-00,FerW0004,5808027-2012_05M-12MferWD-Weekday-00,5808027
b_2152447,60-114,60 EASTERN PASSAGE,2012_08A-1208BRwd-Weekday-01,600097,6522571-2012_08A-1208BRwd-Weekday-01,6522571
b_2152512,89-114,89 LACEWOOD,2012_08A-1208BRwd-Weekday-01,890016,6524937-2012_08A-1208BRwd-Weekday-01,6524937
a_2151082,320-121,320 AIRPORT VIA FALL RIVE,2012_05M-1205BRsa-Saturday-02,3200047,6515319-2012_05M-1205BRsa-Saturday-02,6515319
b_2153032,80-114,80 SACKVILLE,2012_08A-1208BRsu-Sunday-01,800066,6529865-2012_08A-1208BRsu-Sunday-01,6529865
a_2151064,22-121,22 ARMDALE TO MUMFORD,2012_05M-1205BRsa-Saturday-02,220008,6517036-2012_05M-1205BRsa-Saturday-02,6517036
a_2151072,57-121,57 WOODSIDE VIA BAKER DR,2012_05M-1205BRsa-Saturday-02,570064,6517059-2012_05M-1205BRsa-Saturday-02,6517059
b_2152530,87-114,87 GLENDALE TO SACKVILLE ,2012_08A-1208BRwd-Weekday-01,870059,6522040-2012_08A-1208BRwd-Weekday-01,6522040
b_2152384,90-114,90 WATER ST TERM'L VIA UN,2012_08A-1208BRwd-Weekday-01,900029,6525181-2012_08A-1208BRwd-Weekday-01,6525181
a_2151235,82-121,82 MILLWOOD,2012_05M-1205BRsu-Sunday-02,820078,6519294-2012_05M-1205BRsu-Sunday-02,6519294
a_2151271,21-121,21 TIMBERLEA,2012_05M-1205BRsu-Sunday-02,210072,6518690-2012_05M-1205BRsu-Sunday-02,6518690
a_2150981,16-121,16 BRIDGE TERMINAL,2012_05M-1205BRsa-Saturday-02,160043,6516682-2012_05M-1205BRsa-Saturday-02,6516682
b_2152485,10-114,10 WESTPHAL,2012_08A-1208BRwd-Weekday-01,100236,6524027-2012_08A-1208BRwd-Weekday-01,6524027
a_2150596,72-121,72 DARTMOUTH CROSSING VIA,2012_05M-1205BRwd-Weekday-02,720026,6513640-2012_05M-1205BRwd-Weekday-02,6513640
a_2151276,66-121,66 HIGHFIELD,2012_05M-1205BRsu-Sunday-02,660068,6518862-2012_05M-1205BRsu-Sunday-02,6518862
a_2150482,53-121,53 NOTTING PARK TO BRIDGE,2012_05M-1205BRwd-Weekday-02,530039,6511463-2012_05M-1205BRwd-Weekday-02,6511463
b_2153077,60-114,60 BRIDGE TERMINAL,2012_08A-1208BRsu-Sunday-01,600088,6529776-2012_08A-1208BRsu-Sunday-01,6529776
a_2151009,61-121,61 PORTLAND ST TO AUBURN-,2012_05M-1205BRsa-Saturday-02,610067,6515542-2012_05M-1205BRsa-Saturday-02,6515542
a_2151214,7-121,7 ROBIE,2012_05M-1205BRsu-Sunday-02,70028,6517947-2012_05M-1205BRsu-Sunday-02,6517947
b_2152221,330-114,330 HALIFAX,2012_08A-1208BRwd-Weekday-01,3300053,6521760-2012_08A-1208BRwd-Weekday-01,6521760
b_2152503,89-114,89 COBEQUID,2012_08A-1208BRwd-Weekday-01,890017,6524928-2012_08A-1208BRwd-Weekday-01,6524928
b_2152861,61-114,61 PORTLAND ST TO AUBURN-,2012_08A-1208BRsa-Saturday-01,610103,6526826-2012_08A-1208BRsa-Saturday-01,6526826
a_2150763,56-121,56 DARTMOUTH CROSSING,2012_05M-1205BRwd-Weekday-02,560024,6511683-2012_05M-1205BRwd-Weekday-02,6511683
b_2152407,57-114,57 WOODSIDE VIA BAKER DR,2012_08A-1208BRwd-Weekday-01,570064,6524853-2012_08A-1208BRwd-Weekday-01,6524853
a_2150671,14-121,14 DOWNTOWN,2012_05M-1205BRwd-Weekday-02,140095,6512869-2012_05M-1205BRwd-Weekday-02,6512869
a_2151227,22-121,22 ARMDALE TO MUMFORD,2012_05M-1205BRsu-Sunday-02,220008,6519047-2012_05M-1205BRsu-Sunday-02,6519047
a_2150985,20-121,20 HERRING COVE,2012_05M-1205BRsa-Saturday-02,200082,6517212-2012_05M-1205BRsa-Saturday-02,6517212
b_2062224,FerD-114,FERRY TO HALIFAX,2012_08A-12AferSU-Sunday-01,FerD0002,6219345-2012_08A-12AferSU-Sunday-01,6219345
a_2150997,55-121,55 PORT WALLACE,2012_05M-1205BRsa-Saturday-02,550039,6515419-2012_05M-1205BRsa-Saturday-02,6515419
b_2152206,4-114,4 FARNHAM GATE VIA ROSEDA,2012_08A-1208BRwd-Weekday-01,40022,6522162-2012_08A-1208BRwd-Weekday-01,6522162
b_2152839,57-114,57 WOODSIDE VIA BAKER DR,2012_08A-1208BRsa-Saturday-01,570064,6528318-2012_08A-1208BRsa-Saturday-01,6528318
a_2150533,60-121,60 EASTERN PASSAGE,2012_05M-1205BRwd-Weekday-02,600082,6511339-2012_05M-1205BRwd-Weekday-02,6511339
b_2152210,400-114,400 BEAVER BANK,2012_08A-1208BRwd-Weekday-01,4000016,6525563-2012_08A-1208BRwd-Weekday-01,6525563
b_2152800,7-114,7 ROBIE,2012_08A-1208BRsa-Saturday-01,70028,6527590-2012_08A-1208BRsa-Saturday-01,6527590
a_2150603,16-121,16 BRIDGE TERMINAL,2012_05M-1205BRwd-Weekday-02,160043,6512021-2012_05M-1205BRwd-Weekday-02,6512021
a_2150436,185-121,185 HALIFAX,2012_05M-1205BRwd-Weekday-02,1850009,6511902-2012_05M-1205BRwd-Weekday-02,6511902
a_2151267,59-121,59 DOWNTOWN HALIFAX TO SU,2012_05M-1205BRsu-Sunday-02,590108,6518308-2012_05M-1205BRsu-Sunday-02,6518308
b_2152368,14-114,14 DOWNTOWN,2012_08A-1208BRwd-Weekday-01,140095,6524137-2012_08A-1208BRwd-Weekday-01,6524137
b_2152435,22-114,22 ARMDALE TO EXHIBITION ,2012_08A-1208BRwd-Weekday-01,220034,6525043-2012_08A-1208BRwd-Weekday-01,6525043
a_2150713,1-121,1 SPRING GARDEN TO BRIDGE,2012_05M-1205BRwd-Weekday-02,10014,6514059-2012_05M-1205BRwd-Weekday-02,6514059
b_2152246,185-114,185 HALIFAX,2012_08A-1208BRwd-Weekday-01,1850009,6523116-2012_08A-1208BRwd-Weekday-01,6523116
a_2151215,2-121,2 WEDGEWOOD VIA MAIN,2012_05M-1205BRsu-Sunday-02,20043,6518596-2012_05M-1205BRsu-Sunday-02,6518596
a_2151042,59-121,59 PORTLAND ST TO COLBY,2012_05M-1205BRsa-Saturday-02,590110,6516125-2012_05M-1205BRsa-Saturday-02,6516125
a_2151000,66-121,66 HIGHFIELD,2012_05M-1205BRsa-Saturday-02,660068,6515491-2012_05M-1205BRsa-Saturday-02,6515491
a_2150762,82-121,82 MILLWOOD,2012_05M-1205BRwd-Weekday-02,820078,6512646-2012_05M-1205BRwd-Weekday-02,6512646
a_2151248,52-121,52 CROSSTOWN TO BAYERS LA,2012_05M-1205BRsu-Sunday-02,520289,6518904-2012_05M-1205BRsu-Sunday-02,6518904
b_2153037,56-114,56 PORTLAND HILLS,2012_08A-1208BRsu-Sunday-01,560023,6530143-2012_08A-1208BRsu-Sunday-01,6530143
b_2153033,72-114,72 DARTMOUTH CROSSING VIA,2012_08A-1208BRsu-Sunday-01,720026,6530410-2012_08A-1208BRsu-Sunday-01,6530410
b_2152436,8-114,8 WATERFRONT TO PIER 21,2012_08A-1208BRwd-Weekday-01,80021,6525482-2012_08A-1208BRwd-Weekday-01,6525482
a_2150506,84-121,83 SPRINGFIELD,2012_05M-1205BRwd-Weekday-02,840052,6510874-2012_05M-1205BRwd-Weekday-02,6510874
a_2150584,22-121,22 ARMDALE TO EXHIBITION ,2012_05M-1205BRwd-Weekday-02,220034,6513876-2012_05M-1205BRwd-Weekday-02,6513876
a_2151252,55-121,55 BRIDGE TERMINAL,2012_05M-1205BRsu-Sunday-02,550038,6518729-2012_05M-1205BRsu-Sunday-02,6518729
a_2150763,56-121,56 PORTLAND HILLS,2012_05M-1205BRwd-Weekday-02,560023,6511711-2012_05M-1205BRwd-Weekday-02,6511711
a_2151266,68-121,68 PORTLAND ST TO BRIDGE ,2012_05M-1205BRsu-Sunday-02,680093,6518440-2012_05M-1205BRsu-Sunday-02,6518440
b_2152810,20-114,20 DOWNTOWN,2012_08A-1208BRsa-Saturday-01,200079,6528508-2012_08A-1208BRsa-Saturday-01,6528508
a_2150713,87-121,87 GLENDALE TO BRIDGE TER,2012_05M-1205BRwd-Weekday-02,870053,6510799-2012_05M-1205BRwd-Weekday-02,6510799
b_2152308,53-114,53 NOTTING PARK TO BRIDGE,2012_08A-1208BRwd-Weekday-01,530068,6522711-2012_08A-1208BRwd-Weekday-01,6522711
b_2153085,320-114,320 DOWNTOWN HALIFAX VIA ,2012_08A-1208BRsu-Sunday-01,3200048,6530788-2012_08A-1208BRsu-Sunday-01,6530788
b_2152513,66-114,66 PENHORN TO GASTON RD,2012_08A-1208BRwd-Weekday-01,660069,6524561-2012_08A-1208BRwd-Weekday-01,6524561
a_2151021,56-121,56 PORTLAND HILLS,2012_05M-1205BRsa-Saturday-02,560023,6516521-2012_05M-1205BRsa-Saturday-02,6516521
a_2151257,62-121,62 BRIDGE TERM'L VIA MANO,2012_05M-1205BRsu-Sunday-02,620020,6518836-2012_05M-1205BRsu-Sunday-02,6518836
a_2151050,22-121,22 ARMDALE TO MUMFORD,2012_05M-1205BRsa-Saturday-02,220008,6517010-2012_05M-1205BRsa-Saturday-02,6517010
b_2153066,20-114,20 HERRING COVE,2012_08A-1208BRsu-Sunday-01,200083,6529631-2012_08A-1208BRsu-Sunday-01,6529631
b_2152285,1-114,1 SPRING GARDEN TO BRIDGE,2012_08A-1208BRwd-Weekday-01,10032,6525321-2012_08A-1208BRwd-Weekday-01,6525321
a_2150591,81-121,81 HEMLOCK RAVINE,2012_05M-1205BRwd-Weekday-02,810019,6511423-2012_05M-1205BRwd-Weekday-02,6511423
b_2152392,59-114,59 PORTLAND ST TO COLBY,2012_08A-1208BRwd-Weekday-01,590146,6523610-2012_08A-1208BRwd-Weekday-01,6523610
b_2152301,16-114,16 LACEWOOD VIA PARKLAND,2012_08A-1208BRwd-Weekday-01,160046,6523254-2012_08A-1208BRwd-Weekday-01,6523254
b_2152555,9-114,9 BARRINGTON TO MUMFORD,2012_08A-1208BRwd-Weekday-01,90079,6522994-2012_08A-1208BRwd-Weekday-01,6522994
b_2152810,20-114,20 DOWNTOWN,2012_08A-1208BRsa-Saturday-01,200079,6528504-2012_08A-1208BRsa-Saturday-01,6528504
a_2150490,52-121,52 CROSSTOWN TO LACEWOOD,2012_05M-1205BRwd-Weekday-02,520255,6513020-2012_05M-1205BRwd-Weekday-02,6513020
b_2152214,320-114,320 DOWNTOWN HALIFAX VIA ,2012_08A-1208BRwd-Weekday-01,3200048,6525525-2012_08A-1208BRwd-Weekday-01,6525525
a_2150403,fv01-121,SCHOOL SPECIAL,2012_05M-1205BRwd-Weekday-02,fv010010,6511203-2012_05M-1205BRwd-Weekday-02,6511203
a_2150638,58-121,58 WOODLAWN,2012_05M-1205BRwd-Weekday-02,580054,6510737-2012_05M-1205BRwd-Weekday-02,6510737
b_2153068,54-114,54 MONTEBELLO,2012_08A-1208BRsu-Sunday-01,540033,6530000-2012_08A-1208BRsu-Sunday-01,6530000
b_2152512,89-114,89 COBEQUID,2012_08A-1208BRwd-Weekday-01,890017,6524933-2012_08A-1208BRwd-Weekday-01,6524933
b_2152188,20-114,20 DOWNTOWN,2012_08A-1208BRwd-Weekday-01,200079,6523296-2012_08A-1208BRwd-Weekday-01,6523296
b_2152360,7-114,7 ROBIE,2012_08A-1208BRwd-Weekday-01,70028,6522334-2012_08A-1208BRwd-Weekday-01,6522334
a_2151076,90-121,90 LARRY UTECK VIA BEDFOR,2012_05M-1205BRsa-Saturday-02,900031,6517573-2012_05M-1205BRsa-Saturday-02,6517573
b_2153051,66-114,66 PENHORN TO GASTON RD,2012_08A-1208BRsu-Sunday-01,660070,6530212-2012_08A-1208BRsu-Sunday-01,6530212
b_2153070,1-114,1 SPRING GARDEN TO MUMFOR,2012_08A-1208BRsu-Sunday-01,10031,6530501-2012_08A-1208BRsu-Sunday-01,6530501
a_2151033,20-121,20 HERRING COVE,2012_05M-1205BRsa-Saturday-02,200082,6517234-2012_05M-1205BRsa-Saturday-02,6517234
b_2152359,41-114,41 DARTMOUTH,2012_08A-1208BRwd-Weekday-01,410015,6521882-2012_08A-1208BRwd-Weekday-01,6521882
b_2152856,60-114,60 EASTERN PASSAGE,2012_08A-1208BRsa-Saturday-01,600089,6526923-2012_08A-1208BRsa-Saturday-01,6526923
b_2152807,87-114,87 GLENDALE TO BRIDGE TER,2012_08A-1208BRsa-Saturday-01,870058,6528199-2012_08A-1208BRsa-Saturday-01,6528199
a_2151019,68-121,68 PORTLAND ST TO CHERRYB,2012_05M-1205BRsa-Saturday-02,680090,6515437-2012_05M-1205BRsa-Saturday-02,6515437
b_2152566,88-114,88 COBEQUID TERMINAL,2012_08A-1208BRwd-Weekday-01,880008,6524985-2012_08A-1208BRwd-Weekday-01,6524985
b_2152839,57-114,57 PORTLAND HILLS VIA POR,2012_08A-1208BRsa-Saturday-01,570065,6528332-2012_08A-1208BRsa-Saturday-01,6528332
b_2152571,17-114,17 LACEWOOD,2012_08A-1208BRwd-Weekday-01,170023,6522394-2012_08A-1208BRwd-Weekday-01,6522394
b_2152560,66-114,66 PENHORN TO GASTON RD,2012_08A-1208BRwd-Weekday-01,660069,6524516-2012_08A-1208BRwd-Weekday-01,6524516
a_2151228,51-121,51WINDMILL TO OCEAN BREEZ,2012_05M-1205BRsu-Sunday-02,510039,6518629-2012_05M-1205BRsu-Sunday-02,6518629
b_2152371,1-114,1 SPRING GARDEN TO BRIDGE,2012_08A-1208BRwd-Weekday-01,10032,6525354-2012_08A-1208BRwd-Weekday-01,6525354
b_2152434,51-114,51WINDMILL TO OCEAN BREEZ,2012_08A-1208BRwd-Weekday-01,510079,6525124-2012_08A-1208BRwd-Weekday-01,6525124
a_2151225,8-121,8 WATERFRONT TO PIER 21,2012_05M-1205BRsu-Sunday-02,80021,6519345-2012_05M-1205BRsu-Sunday-02,6519345
a_2150579,16-121,16 LACEWOOD VIA PARKLAND,2012_05M-1205BRwd-Weekday-02,160037,6511986-2012_05M-1205BRwd-Weekday-02,6511986
a_2151227,22-121,22 ARMDALE TO MUMFORD,2012_05M-1205BRsu-Sunday-02,220008,6519039-2012_05M-1205BRsu-Sunday-02,6519039
a_1968474,FerD-116,FERRY TO HALIFAX,2012_05M-12MferSU-Sunday-00,FerD0004,5808127-2012_05M-12MferSU-Sunday-00,5808127
b_2153072,60-114,60 BRIDGE TERMINAL,2012_08A-1208BRsu-Sunday-01,600088,6529772-2012_08A-1208BRsu-Sunday-01,6529772
b_2152314,63-114,63 WOODSIDE,2012_08A-1208BRwd-Weekday-01,630039,6523823-2012_08A-1208BRwd-Weekday-01,6523823
b_2152569,35-114,35 PARKLAND EXPRESS TO LA,2012_08A-1208BRwd-Weekday-01,350018,6525223-2012_08A-1208BRwd-Weekday-01,6525223
a_2150569,80-121,80 SACKVILLE,2012_05M-1205BRwd-Weekday-02,800066,6513409-2012_05M-1205BRwd-Weekday-02,6513409
a_2150504,8-121,8 WATERFRONT TO SCOTIA SQ,2012_05M-1205BRwd-Weekday-02,80018,6514239-2012_05M-1205BRwd-Weekday-02,6514239
a_2088407,FerD-97,FERRY TO DARTMOUTH,2012_05M-12MferHO-Sunday-00,FerD0003,6302501-2012_05M-12MferHO-Sunday-00,6302501
a_2151015,58-121,58 BRIDGE TERMINAL,2012_05M-1205BRsa-Saturday-02,580052,6515721-2012_05M-1205BRsa-Saturday-02,6515721
b_2152407,65-114,65 CALDWELL TO ASTRAL,2012_08A-1208BRwd-Weekday-01,650012,6524723-2012_08A-1208BRwd-Weekday-01,6524723
b_2152435,22-114,22 ARMDALE TO EXHIBITION ,2012_08A-1208BRwd-Weekday-01,220035,6525053-2012_08A-1208BRwd-Weekday-01,6525053
b_2152363,1-114,1 SPRING GARDEN TO MUMFOR,2012_08A-1208BRwd-Weekday-01,10031,6525332-2012_08A-1208BRwd-Weekday-01,6525332
a_2150665,1-121,1 SPRING GARDEN TO MUMFOR,2012_05M-1205BRwd-Weekday-02,10013,6514067-2012_05M-1205BRwd-Weekday-02,6514067
b_2152536,56-114,56 PORTLAND HILLS,2012_08A-1208BRwd-Weekday-01,560023,6522929-2012_08A-1208BRwd-Weekday-01,6522929
a_2150417,159-121,159 HALIFAX,2012_05M-1205BRwd-Weekday-02,1590010,6511571-2012_05M-1205BRwd-Weekday-02,6511571
b_2153025,56-114,56 PORTLAND HILLS,2012_08A-1208BRsu-Sunday-01,560023,6530138-2012_08A-1208BRsu-Sunday-01,6530138
b_2152832,20-114,20 DOWNTOWN,2012_08A-1208BRsa-Saturday-01,200079,6528527-2012_08A-1208BRsa-Saturday-01,6528527
b_2062224,FerD-114,FERRY TO DARTMOUTH,2012_08A-12AferSU-Sunday-01,FerD0001,6219319-2012_08A-12AferSU-Sunday-01,6219319
a_2151018,15-121,15 PURCELL'S COVE,2012_05M-1205BRsa-Saturday-02,150025,6515949-2012_05M-1205BRsa-Saturday-02,6515949
b_2153081,60-114,60 BRIDGE TERMINAL,2012_08A-1208BRsu-Sunday-01,600088,6529781-2012_08A-1208BRsu-Sunday-01,6529781
b_2152264,10-114,10 DALHOUSIE,2012_08A-1208BRwd-Weekday-01,100234,6524033-2012_08A-1208BRwd-Weekday-01,6524033
b_2152857,53-114,53 NOTTING PARK TO HIGHFI,2012_08A-1208BRsa-Saturday-01,530060,6528772-2012_08A-1208BRsa-Saturday-01,6528772
a_2150564,4-121,4 DOWNTOWN VIA NORTH,2012_05M-1205BRwd-Weekday-02,40027,6510910-2012_05M-1205BRwd-Weekday-02,6510910
a_2151003,80-121,80 SACKVILLE,2012_05M-1205BRsa-Saturday-02,800060,6516547-2012_05M-1205BRsa-Saturday-02,6516547
a_2151225,8-121,8 WATERFRONT TO PIER 21,2012_05M-1205BRsu-Sunday-02,80021,6519364-2012_05M-1205BRsu-Sunday-02,6519364
a_2151067,57-121,57 PORTLAND HILLS VIA POR,2012_05M-1205BRsa-Saturday-02,570065,6517095-2012_05M-1205BRsa-Saturday-02,6517095
a_2150982,18-121,18 SAINT MARY'S ONLY,2012_05M-1205BRsa-Saturday-02,180056,6516027-2012_05M-1205BRsa-Saturday-02,6516027
b_2153071,22-114,22 ARMDALE TO MUMFORD,2012_08A-1208BRsu-Sunday-01,220008,6530389-2012_08A-1208BRsu-Sunday-01,6530389
a_2150498,2-121,2 WEDGEWOOD VIA MAIN,2012_05M-1205BRwd-Weekday-02,20043,6511243-2012_05M-1205BRwd-Weekday-02,6511243
a_2150533,60-121,60 HERITAGE HILLS,2012_05M-1205BRwd-Weekday-02,600080,6511369-2012_05M-1205BRwd-Weekday-02,6511369
a_2151001,1-121,1 SPRING GARDEN TO BRIDGE,2012_05M-1205BRsa-Saturday-02,10014,6516815-2012_05M-1205BRsa-Saturday-02,6516815
a_2151267,6-121,6 STONEHAVEN,2012_05M-1205BRsu-Sunday-02,60018,6517891-2012_05M-1205BRsu-Sunday-02,6517891
a_2150757,66-121,66 COBEQUID,2012_05M-1205BRwd-Weekday-02,660067,6513280-2012_05M-1205BRwd-Weekday-02,6513280
b_2152370,57-114,57 WOODSIDE VIA BAKER DR,2012_08A-1208BRwd-Weekday-01,570064,6524852-2012_08A-1208BRwd-Weekday-01,6524852
b_2152854,61-114,61 DOWNTOWN HALIFAX TO SC,2012_08A-1208BRsa-Saturday-01,610097,6526850-2012_08A-1208BRsa-Saturday-01,6526850
b_2152867,320-114,320 AIRPORT VIA FALL RIVE,2012_08A-1208BRsa-Saturday-01,3200050,6528881-2012_08A-1208BRsa-Saturday-01,6528881
a_2150753,1-121,1 SPRING GARDEN TO MUMFOR,2012_05M-1205BRwd-Weekday-02,10013,6514122-2012_05M-1205BRwd-Weekday-02,6514122
b_2152768,56-114,56 PORTLAND HILLS,2012_08A-1208BRsa-Saturday-01,560023,6527776-2012_08A-1208BRsa-Saturday-01,6527776
b_2152789,72-114,72 DARTMOUTH CROSSING VIA,2012_08A-1208BRsa-Saturday-01,720026,6528400-2012_08A-1208BRsa-Saturday-01,6528400
a_2151244,80-121,80 SACKVILLE,2012_05M-1205BRsu-Sunday-02,800066,6518512-2012_05M-1205BRsu-Sunday-02,6518512
a_2150518,11-121,11 BRIDGE TERMINAL,2012_05M-1205BRwd-Weekday-02,110008,6510716-2012_05M-1205BRwd-Weekday-02,6510716
b_2153043,18-114,18 SAINT MARY'S ONLY,2012_08A-1208BRsu-Sunday-01,180056,6529565-2012_08A-1208BRsu-Sunday-01,6529565
b_2152567,21-114,21 LACEWOOD,2012_08A-1208BRwd-Weekday-01,210083,6523564-2012_08A-1208BRwd-Weekday-01,6523564
a_2151241,80-121,80 SACKVILLE,2012_05M-1205BRsu-Sunday-02,800066,6518510-2012_05M-1205BRsu-Sunday-02,6518510
a_1968474,FerD-116,FERRY TO DARTMOUTH,2012_05M-12MferSU-Sunday-00,FerD0003,5808143-2012_05M-12MferSU-Sunday-00,5808143
a_2151040,53-121,53 NOTTING PARK TO BRIDGE,2012_05M-1205BRsa-Saturday-02,530039,6517515-2012_05M-1205BRsa-Saturday-02,6517515
b_2152558,19-114,19 GREYSTONE,2012_08A-1208BRwd-Weekday-01,190014,6523752-2012_08A-1208BRwd-Weekday-01,6523752
b_2062220,FerD-114,FERRY TO DARTMOUTH,2012_08A-12AferWD-Weekday-01,FerD0001,6219169-2012_08A-12AferWD-Weekday-01,6219169
b_2153033,65-114,65 CALDWELL TO PORTLAND H,2012_08A-1208BRsu-Sunday-01,650008,6530457-2012_08A-1208BRsu-Sunday-01,6530457
a_2151257,62-121,62 WILDWOOD,2012_05M-1205BRsu-Sunday-02,620024,6518827-2012_05M-1205BRsu-Sunday-02,6518827
b_2062223,FerD-114,FERRY TO HALIFAX,2012_08A-12AferSA-Saturday-01,FerD0002,6219246-2012_08A-12AferSA-Saturday-01,6219246
b_2153060,88-114,88 BEDFORD COMMONS,2012_08A-1208BRsu-Sunday-01,880005,6530632-2012_08A-1208BRsu-Sunday-01,6530632
b_2153080,59-114,59 DOWNTOWN HALIFAX TO SU,2012_08A-1208BRsu-Sunday-01,590143,6529282-2012_08A-1208BRsu-Sunday-01,6529282
a_2150614,57-121,57 WOODSIDE VIA BAKER DR,2012_05M-1205BRwd-Weekday-02,570064,6513657-2012_05M-1205BRwd-Weekday-02,6513657
b_2152453,10-114,10 WESTPHAL,2012_08A-1208BRwd-Weekday-01,100237,6524004-2012_08A-1208BRwd-Weekday-01,6524004
a_2150447,165-121,401 PORTLAND HILLS,2012_05M-1205BRwd-Weekday-02,1650006,6513367-2012_05M-1205BRwd-Weekday-02,6513367
b_2152213,320-114,320 AIRPORT VIA FALL RIVE,2012_08A-1208BRwd-Weekday-01,3200050,6525534-2012_08A-1208BRwd-Weekday-01,6525534
a_2150488,53-121,53 NOTTING PARK TO HIGHFI,2012_05M-1205BRwd-Weekday-02,530053,6511478-2012_05M-1205BRwd-Weekday-02,6511478
b_2152477,51-114,51 WINDMILL TO BRIDGE TER,2012_08A-1208BRwd-Weekday-01,510042,6525094-2012_08A-1208BRwd-Weekday-01,6525094
b_2153047,72-114,72 DARTMOUTH CROSSING VIA,2012_08A-1208BRsu-Sunday-01,720026,6530435-2012_08A-1208BRsu-Sunday-01,6530435
b_2152836,57-114,57 PORTLAND HILLS VIA POR,2012_08A-1208BRsa-Saturday-01,570065,6528320-2012_08A-1208BRsa-Saturday-01,6528320
b_2152416,56-114,56 PORTLAND HILLS,2012_08A-1208BRwd-Weekday-01,560023,6522925-2012_08A-1208BRwd-Weekday-01,6522925
b_2152436,8-114,8 WATERFRONT TO SCOTIA SQ,2012_08A-1208BRwd-Weekday-01,80018,6525483-2012_08A-1208BRwd-Weekday-01,6525483
b_2153048,57-114,57 WOODSIDE VIA BAKER DR,2012_08A-1208BRsu-Sunday-01,570064,6530588-2012_08A-1208BRsu-Sunday-01,6530588
b_2152508,21-114,21 TIMBERLEA,2012_08A-1208BRwd-Weekday-01,210072,6523529-2012_08A-1208BRwd-Weekday-01,6523529
a_2150693,72-121,72 DARTMOUTH CROSSING VIA,2012_05M-1205BRwd-Weekday-02,720026,6513593-2012_05M-1205BRwd-Weekday-02,6513593
b_2152363,1-114,1 SPRING GARDEN TO MUMFOR,2012_08A-1208BRwd-Weekday-01,10031,6525233-2012_08A-1208BRwd-Weekday-01,6525233
b_2152862,16-114,16 LACEWOOD VIA PARKLAND,2012_08A-1208BRsa-Saturday-01,160046,6527946-2012_08A-1208BRsa-Saturday-01,6527946
b_2152442,4-114,4 DOWNTOWN VIA NORTH,2012_08A-1208BRwd-Weekday-01,40027,6522118-2012_08A-1208BRwd-Weekday-01,6522118
b_2153024,52-114,52 CROSSTOWN TO BAYERS LA,2012_08A-1208BRsu-Sunday-01,520273,6530268-2012_08A-1208BRsu-Sunday-01,6530268
a_2150735,1-121,1 SPRING GARDEN TO BRIDGE,2012_05M-1205BRwd-Weekday-02,10014,6514207-2012_05M-1205BRwd-Weekday-02,6514207
b_2152359,42-114,42 DALHOUSIE,2012_08A-1208BRwd-Weekday-01,420011,6521906-2012_08A-1208BRwd-Weekday-01,6521906
b_2152557,1-114,1 SPRING GARDEN TO BRIDGE,2012_08A-1208BRwd-Weekday-01,10032,6525409-2012_08A-1208BRwd-Weekday-01,6525409
a_2150564,4-121,4 DOWNTOWN VIA NORTH,2012_05M-1205BRwd-Weekday-02,40027,6510884-2012_05M-1205BRwd-Weekday-02,6510884
a_2150992,2-121,2 WEDGEWOOD VIA MAIN,2012_05M-1205BRsa-Saturday-02,20043,6516703-2012_05M-1205BRsa-Saturday-02,6516703
b_2153079,62-114,62 BRIDGE TERM'L VIA MANO,2012_08A-1208BRsu-Sunday-01,620035,6530188-2012_08A-1208BRsu-Sunday-01,6530188
b_2152526,9-114,9 BARRINGTON TO TOWER RD ,2012_08A-1208BRwd-Weekday-01,90077,6523045-2012_08A-1208BRwd-Weekday-01,6523045
b_2152377,80-114,80 HALIFAX,2012_08A-1208BRwd-Weekday-01,800064,6524653-2012_08A-1208BRwd-Weekday-01,6524653
